full_text,tweet_english,Subjectivity,Polarity,Analysis
iya aneh kayak ros baru liat beban utang bumn karya ina terlakamu besar jadi ngga mau danantara punya direcokin ikut nanggung,"yes it's strange like a new rosy look at the debt burden of bumn, my work is great so I don't want and between having a direcokin to take part in the dowry",0.4515151515151515,0.29545454545454547,Positif
jangan jangan investor nya bumn terus inject pakai duit danantara,don't let the investors continue to inject using the money and between,0.0,0.0,Positif
2 kbjkn pem hasil tolak belakang 1 tahan devisa ekspor lama 1 satu tahun hasil rupiah malah lemah 2 bentuk danantara hasil 1 saham turun 2 rupiah lemah 3 investor keluar 4 tari uang bank bumn percaya anjlok,2 kbjkn pushback yield 1 hold long export foreign exchange 1 one year rupiah yield even weak 2 forms and between yields 1 share down 2 rupiah weak 3 investors out 4 bumn bank money dance believe plummeting,0.4127777777777778,-0.21611111111111114,Negatif
prof ferry msh sopan ngomongnya hrs nya sebut aja danantara bajak uang tabung rakyat sblm nya negara andal sbn cari dana sekarang jual sbn ada yang beli beli besar sbn bank2 bumn sekarang bank bumn beli sbn tarik masuk,prof ferry msh polite say it hrs just say it and between plough money from the people's fund sblm his reliable country sbn seek funds now sell sbn some buy big buy sbn bank2 bumn now bumn bank buy sbn pull in,0.1,0.0,Positif
tepat pake uang tabung rakyat danantara punya uang danantara andal uang rakyat bumn bank kalian bajak danantara jangan suka2 kau pake uang tanya duka rakyat,right to use people's money and between having money and between reliable people's money bumn bank you plow and between do not like it you use money to ask the people's grief,0.3678571428571429,-0.2571428571428572,Negatif
akhir maret 2025 bumn masuk danantara ihsg terbang,end of march 2025 bumn in and between ihsg flying,0.0,0.0,Positif
cash keras ada danantara dividen bumn realokasi efisiensi apbn equity bumn,hard cash exists and between the bumn dividend reallocation efficiency apbn equity bumn,0.5416666666666666,-0.2916666666666667,Negatif
fahri hamzah sebut danantara bangkit raksasa tidur bumn indonesia,fahri hamzah say danantara rise up sleeping giant bumn indonesia,1.0,0.0,Positif
menteri umkamu maman abdurrahman pasti danantara pengaruh salur kur bank bumn,minister umkamu maman abdurrahman definitely and between the influence of the bank curtain channel bumn,0.5,0.0,Positif
bentuk superholding bumn danantara timbul beberapa tanya salah satu isu soal conflict of interest struktur urus danantara lakamu bagaimana dapat ekonom juga dewan pakar prabowogibran ferry latuhihin kait ini bicara,the form of superholding bumn and between arises some questions one of the issues about conflict of interest the structure of the management and between your actions how can the economist and the expert board of prabowogibran ferry train this hook talk,0.0,0.0,Positif
spy masyarakat lihat bhwa bumn pada korup semua lebih baik percaya danantara fresh from the oven kelola aset negara,spy people see bhwa bumn on corruption all better believe and among fresh from the oven manage state assets,0.5,0.4,Positif
nahh iya wkwkw danantara tek udah kemenbumn udah ina buat danantara perusahaan2 under bumn nurutnya sama siapa kalo putus lawan ananti tiga instansi,nahh yes wkwkw andantara tek already kemenbumn already made and between companies under bumn according to the same who if it breaks up against ananti three agencies,0.125,0.0,Positif
danantara launching then korupsi bumn banyak bangettt hmmm,and between launching then bumn corruption a lot hmmm,0.0,0.0,Positif
prof dr darmadi anggota komisi vi dpr ri tegur beri ingat keras wakil menteri bumn dony oskaria rangkap jabat jadi coo danantara presiden prabowo boleh tunjuk karena langgar uu mk tri citra presiden jatuh,prof. dr. darmadi member of the commission vi dpr ri admonish give a stern recollection of the vice minister bumn dony oskaria duplicate so coo and among the presidents prabowo may appoint for violating uu mk tri the image of the president fell,0.0,0.0,Positif
prabowo langgar uu mk tunjuk bos danantara rangkap jabat ros ceo rangkap menteri investasi dony coo rangkap wkl menteri bumn investor tdk percaya danantara luncur danantara lemah ihsg anjlok saham bumn,prabowo langgar uu mk appoint boss and interstitial double ros ceo double investment minister dony coo double wkl minister bumn investor disbelieved and between glide and weak intermediary ihsg plummeted stock bumn,0.15625,-0.09375,Negatif
sudah jadi danadantara belum jadi makanya mahasiswa cegah kalau danantara korupsi semua bumn rontok sisa,has been made and the intermediate has not been made so that students prevent if and between corruption all the remaining fallout,0.0,0.0,Positif
danantara rupa langkah strategis atur aset negara lama ada bumn,and between the appearance of strategic steps to regulate old state assets there is a bumn,0.2,0.1,Positif
danantara maksimal dividen bumn pasti ganggu dana nasabah,and between the maximum bumn dividend must disturb customer funds,0.0,0.0,Positif
danantara maksimal dividen bumn pasti ganggu dana nasabah,and between the maximum bumn dividend must disturb customer funds,0.0,0.0,Positif
danantara maksimal dividen bumn pasti ganggu dana nasabah,and between the maximum bumn dividend must disturb customer funds,0.0,0.0,Positif
nah aneh danantara holding investasi apa lembaga zakat tarik aja duit bank bumn,well strange and between holding investments what zakat institutions just withdraw bumn bank money,0.15,-0.05,Negatif
danantara maksimal dividen bumn,and between maximum bumn dividends,0.0,0.0,Positif
sejak awal awal rilis danantara liat orang orang ada sana gw langsung kosongin saldo bank bumn bom waktu,since the beginning of the release and between seeing people there I immediately empty my bank balance bumn time bomb,0.5,-0.1,Negatif
nih contoh berita hoax danantara oalah ini orang rugi untung bumn satu gampang audit nanti audit transparan mudah kita baca suatu berita sesat kaumkaum terima bocor teriak nyaring,here is an example of hoax news and between this is the loss of profit bumn one easy audit later transparent audit we easily read a misguided news people receive leaked screaming loudly,0.6166666666666667,0.24166666666666667,Positif
danantara usaha investasi tidak punya cash 14ribu triliun upa aset bumn bukan cash investasi butuh duit cash,and between investment businesses do not have cash 14 thousand trillion upa assets bumn not cash investment need cash,0.0,0.0,Positif
danantara konsolidasi kuat ekonomi indonesia sama bumn bangun daya saing ekonomi lebih maju,and between the strong consolidation of the Indonesian economy and the development of more advanced economic competitiveness,0.5083333333333334,0.38333333333333336,Positif
investasi indonesia maksimal aset bumn pisah sekarang danantara investor makin percaya,indonesia's maximum investment in spring breakaway assets now and between investors is increasingly confident,0.8333333333333334,0.5,Positif
danantara lembaga negara isolasi bumn intervensi politik kuasa yang laku negaranegara maju,and between state institutions of isolation bumn political intervention of power that behaves in developed countries,0.2,0.05,Positif
alas danantara kelola bumn moncer,bumn moncer management mats and intermediates,0.0,0.0,Positif
danantara kelola aset bumn tuju tingkat ekonomi nasional,and between managing bumn assets towards the national economic level,0.2,0.2,Positif
danantara kelola aset bumn tuju tingkat ekonomi nasional,and between managing bumn assets towards the national economic level,0.2,0.2,Positif
danantara rupa langkah strategis atur aset negara lama ada bumn lebih efektif arah,and between the form of strategic steps to regulate old state assets there is a more effective direction,0.5,0.39999999999999997,Positif
menteri investasi jabat ceo danantara arti regulator rangkap operator dapat timbul konflik penting dewan awas isi tri bumn bukti gagal kelola bumn ketua dewan pakar eks koruptor perban pasar merespon negatif bukti ihsg lemah,"the investment minister of the CEO position and between the meaning of the regulator and the operator, an important conflict can arise, the board is aware of the contents of the tri bumn evidence of failure to manage bumn, the chairman of the board of experts of ex-corruptors of market bandages responds negatively to weak ihsg evidence",0.54375,-0.010416666666666671,Negatif
kalau begtu ada mungkin cash danantara bagi besar datng bank bumn jd high risk uanh bank bumn,if so there may be cash and intermediaries for big datng bank bumn jd high risk uanh bank bumn,0.31999999999999995,0.08,Positif
lha efisiensi ktnya dana mbg nyata mau buat danantara mungkin besar korupsi apa bumn tidak korupsi ujungujungnya buat dana pilpres 2029,lha efficiency ktnya real mbg funds want to make and between possible big corruption what bumn does not corruption end for the 2029 presidential election fund,0.46666666666666673,0.06666666666666667,Positif
1 bumn babak bur korupsi 2 liga acakadul wasit fokus cuma naturalisasi timnas 3 danantara otw nomer 1 2,1 bumn round BUR corruption 2 random league referee focus only naturalization national team 3 and between OTW number 1 2,0.6333333333333333,-0.2333333333333333,Negatif
badan kelola investasi nasional danantara fungsi kelola aset bumn gantung anggar dapat belanja negara apbn perintah harap inisiatif dapat dorong tumbuh ekonomi lebih stabil lanjut,national investment management body and between the functions of managing assets bumn hanging fencing can be state expenditure apbn order hope the initiative can encourage further stable economic growth,0.35,0.1,Positif
mau tanya dong danantara pake apbn kirain dividen kumpul bumn jutidak mau dijelasin plis,want to ask dong danantara pake apbn kirain dividend kumpul bumn jutak tak mau explainedin plis,0.0,0.0,Positif
esdm bumn mau cuci tangan biar rujak pertaminul doang gitu baca,esdm bumn want to wash your hands so that Rujak Pertaminul doang so read,0.0,0.0,Positif
bumn hancur gabung jd satu mjd danantara bs jd yang bagus jd ikut amburadul ada banyak penting politik wajar sih jabat isi dinasti baru wowo cermin periode 3 wiwi,crushed bumn join jd one mjd and between good bs jd jd follow amburadul there is a lot of political importance is reasonable anyway shake the contents of the new dynasty wowo mirror period 3 wiwi,0.3709090909090909,0.18727272727272729,Positif
tema pokok diskusi soal danantara ferry cuma tuju kalo bank bumn libat punya resiko tinggi kata simpel,the main theme of the discussion about and between ferries is only the direction if the banks involved have a high risk of simple words,0.5576190476190476,0.08166666666666667,Positif
modal danantara pasti bukan sumber uang masyarakat masyarakat kamu khawatir tempat dana bank bumn,capital and between must not be a source of public money you are worried about where the bumn bank fund is,0.06666666666666667,0.0,Positif
baca balik dong arti udah ada investor mau masuk indo jdlah danantara ambil dividen bumn harus langsung masuk terima negara buat investasi dl lah iya kl untung kalau rugi korupsi,read back dong meaning already there are investors who want to enter indo jdlah and between taking bumn dividends must directly enter the country to invest dl lah yes kl profit if the loss of corruption,0.2,0.05,Positif
ferry tdk tuju soal bank bumn libat danantara punya resiko tinggi pdhl incar danantara deviden untung investasi untung bumn lama kan masuk apbn belanja dihabisin semua kalo bumn busuk mana mungkin untung,ferry does not go to the question of bank bumn involvement and between has a high risk pdhl target and between dividends profit investment profit bumn long right into apbn spending spent all if bumn rot where possible profit,0.5151428571428571,0.05914285714285714,Positif
diselingkuhin berkali2 suruh percaya kalau setia minta kasih sempat jangan skeptis duluan kata korupsi bumn dimana2 hukum tebang pilih hukum ringan eh suruh percaya sama danantara ngelola circle dia2,"cheated on so many times, tell them to believe if they are loyal to ask for love, don't be skeptical first, the word corruption is bumn where the slash laws choose light laws, uh, tell them to believe in the same and between managing their circles",0.5130952380952382,0.2119047619047619,Positif
narasi lbp ibarat logika bolak balik temasek invest lebih likuiditas sdgkan danantara harap investor masuk cara pancing kumpul aset busuk bumn fresh money hasil efisiensi apbn endingnya utang2,the LBP narrative is like the logic of going back and forth on the theme of investing more liquidity and between hope that investors will enter how to lure in collecting rotten assets bumn fresh money results in efficiency apbn ending debt2,0.3333333333333333,0.26666666666666666,Positif
menteri umkamu maman abdurrahman pasti danantara ganggu salur kur bank bumn,your umkamu minister maman abdurrahman definitely andantara disturbed the curtain channel of the bumn bank,0.5,0.0,Positif
dasar bentuk danantara dasar hukum uu no 19 tahun 2003 bumn uu bumn,the basic form and between the legal basis of uu no 19 of 2003 bumn uu bumn,0.1625,0.1,Positif
danantara rupa langkah strategis perintah kelola aset bumn efektif arah,and between the form of strategic measures in the direction of effective bumn asset management orders,0.8,0.6,Positif
danantara rupa langkah strategis perintah kelola aset bumn efektif arah,and between the form of strategic measures in the direction of effective bumn asset management orders,0.8,0.6,Positif
wahai sahabat danantara tugas sumber dana pilpres 2029 gol danantara presiden umur hidup apbn udah bisakrn udah kering ada tinggal uang2 bumn gendut aseng udah ogahkrn pagar laut bongkar,dear friends and between the tasks of funding sources for the 2029 presidential election goals and between presidents lifespan apbn already bisakrn already dry there is money left 2 fat bumn aseng already ogahkrn sea fence unloading,0.3,-0.033333333333333326,Negatif
danantara rupa langkah strategis perintah kelola aset bumn efektif arah,and between the form of strategic measures in the direction of effective bumn asset management orders,0.8,0.6,Positif
danantara langkah strategis perintah optimal aset negara tingkat efisiensi bumn dorong ekonomi lanjut indonesia siap saing level global,"and between the strategic steps of the optimal command of state assets, the efficiency level of bumn, push the economy further, Indonesia is ready to compete at the global level",0.3333333333333333,0.06666666666666667,Positif
danantara aset negara lebih optimal bumn makin efisien strategi cerdas buat tumbuh ekonomi lebih stabil lanjut,"and among the more optimal state assets, the more efficient the smart strategy for further stable economic growth",0.4685714285714286,0.2828571428571428,Positif
perintah hadir solusi danantara jadi kunci kelola aset negara lebih baik pasti bumn kerja optimal ekonomi tumbuh lebih cepat,"orders present solutions and between them the key to managing state assets better, surely the optimal working spring of the economy grows faster",0.5972222222222222,0.25,Positif
danantara hadir kelola aset negara lebih baik bumn lebih efisien tumbuh ekonomi makin stabil lanjut,"and between the presence of better state asset management and more efficient economic growth, the more stable",0.425,0.425,Positif
bumn bukan sekadar usaha negara juga motor ekonomi danantara hadir pasti aset kelola lebih efisien ekonomi terus tumbuh,bumn is not just a state business but also an economic motor and between the presence of certain more efficient management assets the economy continues to grow,0.4238095238095238,0.30476190476190473,Positif
puasa sehat tubuh shalat sehat jiwa menteri umkamu maman abdurrahman pasti danantara ganggu salur kur bank bumn,healthy fasting body healthy prayer soul minister umkamu maman abdurrahman definitely and between disturbing the curtain channel of the bumn bank,0.575,0.125,Positif
danantara kelola 7 aset bumn raksasa,and between managing 7 giant bumn assets,1.0,0.0,Positif
hadir bpi danantara kurang gantung bumn serta modal negara,present bpi and between less hanging bumn and state capital,0.03333333333333333,-0.08333333333333333,Negatif
danantara konsolidasi semua kuat ekonomi untuk kelola bumn,and between the consolidation of all economic strength to manage bumn,0.2,0.2,Positif
petral dibubarin perkara banyak mafia mafia nya dimasukin jadi jabat pertamina cuma ganti main aja inti mah banyak bumn bubar perkara skandal dia sibuk citra sana sini tau maka danantara harap apa si sama menteri model,"petral dispersed the matter of many of his mafia mafias being entered into so the first official just replace the main game just like a lot of bumn dispersed the scandalous matter he was busy with the image here and there, you know and between hope what the same minister model",0.33194444444444443,0.10277777777777776,Positif
rangkap jabat menteri bumn ketua pssi danantara gmn bumn banyak kolap kerja fokus korupsi gila2an pertamina mana tanggung jawab ekamu rick 5th korupsi langsung masak ekamu tahu,double the position of minister bumn chairman of pssi and between gmn bumn many work collapses focus on corruption crazy2an pertamina where the responsibility of ekamu rick 5th corruption directly cook ekamu know,0.3,0.19999999999999998,Positif
komisi vi kebut uu bumn malam minggu lahir danantara anggota dpr tidak mampu bendung kuat senayan bicara terang parlemen ubah rumah rakyat jadi ruang karaoke elit politik nyanyi lagu pesan kuasa tarif,"vi commission for weeknight uu bumn kebut was born and among the members of the House of Representatives, they were unable to be strong enough to speak clearly, parliament turned the people's house into a karaoke room for the political elite to sing songs to order tariff power",0.44333333333333336,0.006666666666666663,Positif
beberapa cermat 1 suruh bumn setor uang danantara laku regulator jabat 2 terima uang kelola uang danantara sudah bukan bagai jabat negara 3 trus yang selaka ulas bicara niat baik,some meticulous 1 ask bumn to deposit money and between the behavior of the regulator 2 receive money manage money and between is not like a state office 3 trus that discusses good intentions,0.6000000000000001,0.7,Positif
bayangin aja salah satu bumn besar buat danantara kena kasus begini emang danantara berkah terlakamu banyak renggut hak orang kecil jd tidak danta,shadowin just one of the big bumn for and between getting a case like this and between your blessings many take away the rights of small people jd not danta,0.3333333333333333,0.08333333333333333,Positif
alih isu danantara blokeren grup bumn masuk danantara nilai saham nyungsep semua tau blokeren sama hal carut manut gass buat alih isu pagar laut cem mana tuh blokeren pagar laut kabar 30kamu mosok ketemu masang tololl jamaah emang,move issue and between bumn group blockeren enter and between stock values nyungsep all know blockeren same thing carut manut gass for move issue sea fence cem mana tuh blockeren sea fence kabar 30kamu mosok met masang tololl jamaah emang,0.125,0.0,Positif
konstruksi legal emang masalah bahasa sederhana 1 perintah bumn setor danantara jabat negara 2 terima kelola danantara bukan jabat negara wasit sekaligus striker main lapang,legal construction is a simple language problem 1 command bumn setor and between state officials 2 accept management and between not being a state official referee and playing field striker,0.2785714285714286,0.1,Positif
beda pak bumn jatohnya usaha punya wenang sendiri kelola internal usaha perintah bisa intervensi langsung dalem bumn banter lewat pilih komisaris ato tunjuk direksi danantara presiden justru jadi arah,different from Pak Bumn in that the business has its own authority to manage the internal business of the order can directly intervene in Dalem Bumn Banter through selecting the commissioner ato appoint the board of directors and between the presidents it is precisely the direction,0.5599999999999999,0.22000000000000003,Positif
beberapa cermat 1 suruh bumn setor uang danantara laku regulator jabat 2 terima uang kelola uang danantara sudah bukan bagai jabat negara 3 trus yang selaka ulas bicara niat baik,some meticulous 1 ask bumn to deposit money and between the behavior of the regulator 2 receive money manage money and between is not like a state office 3 trus that discusses good intentions,0.6000000000000001,0.7,Positif
danantara launching aja saham2 bank bumn terjun bom pertamini lagi bank emas kocaag,and between launching shares of banks bumn plunged the first bomb again gold bank kocaag,0.3333333333333333,0.25,Positif
syarat pisah operasional jelas danantara bumnbumn anggota tata kelola pisah ambil putus investasi independen,operational separation requirements are clear and between bumnbumn members of segregated governance take independent investment breaks,0.25416666666666665,0.05000000000000001,Positif
bumn nyuri pssi nyolong mana ngrampok danantara,bumn nyuri pssi nyolong mana ngrampok danantara,0.0,0.0,Positif
tarik ada jelas struktur hukum danantara ini jadi entitas pisah menteri bumn bagaimana bagi wenang danantara menteri bumn khawatir besar danantara jadi negara negara,"pull there is a clear legal structure and between this and being a separate entity, the minister of bumn how to give authority and between the ministers of bumn is worried and between being a state",0.29166666666666663,0.15000000000000002,Positif
danantara tampung 8 deviden bumn di investasi dlm tahan pangan hilir deviden bumn lama masuk negara depkeu,and between accommodating 8 bumn dividends in investments in food security downstream of the old bumn dividends into the state of the treasury,0.2,0.1,Positif
bila dah tau danantara korupsi arti dah kolaps kayak jaman ibnu sutowo korupsi pertamina hampir membangkrutken dairpada negara padahal cuma 1 usaha lha danantara itu duit cash semua usaha besar bumn dikumpulken jd 1 terus korupsi,"when you know and between corruption and corruption, the meaning has collapsed like the time of ibnu sutowo, Pertamina's corruption is almost bankrupt in the country even though only 1 business is LHA and between that all the big bumn businesses are collected and 1 continues to be corrupt",0.7000000000000001,-0.16666666666666666,Negatif
ojk pandang badang kelola investasi daya anagata nusantara bpi danantara jalan peran strategis dukung tingkat kerja bumn kelola ll,ojkandang badang manage power investment anagata nusantara bpi and between strategic role roads support bumn work rate manage ll,0.0,0.0,Positif
kritik indef soal danantara hanya jadi superholding usaha bumn tidak terlakamu manfaat,criticisms of indef about danantara just being a bumn business superholding does not work for you,0.0,0.0,Positif
kalo bego jangan setengah2 tanggung jelas2 danantara tempat tabulasi kas negara profit bumn akan realokasi direct investment bagai sektor strategis return nya langsung masuk kas negara elah,"if so, don't be halfway clear and between the place of state treasury tabulation, bumn profit will reallocate direct investment like a strategic sector, the return will go directly into the state treasury",0.39444444444444443,0.10000000000000002,Positif
kalau dengar jelas memang ngga masuk akal masuk bumn bank dlm suoer holding harap investor mau masuk investor paham kondisi bumn spt apa figur2 dlm struktur danantara figur politis rawan konflik penting,"if you hear clearly, it does not make sense, it makes sense, bumn bank in suoer holding, I hope investors want to enter investors to understand the conditions of bumn such as what are the figures in the structure and between important conflict-prone political figures",0.49583333333333335,0.125,Positif
ngomong tuju bukan tuju kalo bumn bagus semua untung nya jadi cuma 7 bumn masuk danantara,talking about the destination is not the destination if bumn is good all the profits are so only 7 bumn goes in and between,0.8,0.35,Positif
sadar diri jangan rakus jabat kwalitas lihat danantara pssi bumn bank emas lepas ikan yang profesional,self-conscious do not greedily shake the quality see and between pssi bumn gold bank off the fish professional,0.1,0.1,Positif
beberapa cermat 1 suruh bumn setor uang danantara laku regulator jabat 2 terima uang kelola uang danantara sudah bukan bagai jabat negara 3 trus yang selaka ulas bicara niat baik,some meticulous 1 ask bumn to deposit money and between the behavior of the regulator 2 receive money manage money and between is not like a state office 3 trus that discusses good intentions,0.6000000000000001,0.7,Positif
danantara bumn kabinet busuk nan gemuk dwi fungsi tni tentaratentaraan palsu polisi sangat korup bayar bayar bayar nya paling gelap prabowo hanya second account jokowi konsep terlakamu balas budi lawan,and between rotten cabinet bumn and fat dual function tni army fake police are very corrupt pay the darkest pay prabowo only second account jokowi concept you repay the opponent's favor,0.75,-0.2875,Negatif
ojk pandang danantara jalan peran strategis dukung tingkat kerja bumn kelola,ojk view and between strategic role avenues support the work rate of the management bumn,0.0,0.0,Positif
rencana bentuk danantara mustahil bentuk tiba perintah prabowo dlm 100hr perintah jadi rejim belum sdh rencana atas desa big brother banyak gelontor hutang bumn,form plan and between impossible forms arrived prabowo order in 100hr order so the regime has not yet planned over big brother village many sagging debts bumn,0.5333333333333333,-0.055555555555555546,Negatif
danantara pake apbn rasa aset bumn kumpul trus mslh etho jelas biar hukum jalan sekali danantara lantai resmi,and between use apbn taste assets bumn collect trus mslh etho clear let the law go once and between the official floor,0.3833333333333333,0.10000000000000002,Positif
danantara rupa langkah strategis atur aset negara lama ada bumn,and between the appearance of strategic steps to regulate old state assets there is a bumn,0.2,0.1,Positif
kalau bbrp bumn tiap thn cetak untung besar perintah pikir manfaat lbh baik kalau investasi lalu danantara itu cara baik sedia barang publik best practice biaya bangun jawab big no,if bbrp bumn every year print big profit order think the benefits of LBH are good if the investment is then and between is a good way to provide public goods best practice cost of building answer big no,0.2944444444444445,0.39999999999999997,Positif
memang betul sih asset alih danantara fungsi apa mungkin guna collateral kalau butuh dana pinjam habis bumn kalau gagal,it is true that assets are transferred and between what functions it is possible to use collateral if you need borrowed funds to run out of bumn if you fail,0.6499999999999999,-0.05000000000000001,Negatif
peran menteri bumn kepala badan pp danantara,role of the minister bumn head of the pp andantara agency,0.0,0.0,Positif
teliti senior csis ada danantara benar sama kita kata lama menteri bumn gagal,meticulous senior csis there and between right same we say old minister bumn failed,0.29017857142857145,-0.02857142857142858,Negatif
negara ambang hancur banjir bekas bogor presiden danantara bumn pertamina jokowi prabowo,the threshold country was destroyed by the floods of the former bogor president and between bumn pertamina jokowi prabowo,0.0,0.0,Positif
bumn aja semua benah duka baru mikirin danantara,bumn aja all new mourning benah mikirin danantara,0.45454545454545453,0.13636363636363635,Positif
bakar foto tangkap laku pagar laut ungkap deklarasi danantara bikin anjlok saham2 bumn masuk dollar rangkak naik anggur makin rajalela adil tuh,burn photos catch the sale of sea fences reveal the declaration and between make stocks plummet bumn into dollars crawl up grapes more rajalela fair tuh,0.7,0.6,Positif
minta maaf jalan bukti minta maaf jalan proses hukum kalo udah vonis masuk bareng rakyat kecil lapas desak2an jabat cupu py nyali py jantan ngadepin dampak lalai sendiri baik sistem korup bumn ganti orang2 danantara yang independen,apologize path of proof apologize path of legal process if you have been sentenced to enter with the small people prison desak2an dabat cupu py guts py male ngadepin impact of his own negligence both the corrupt system bumn replace the people and the independent,0.4708333333333334,0.00833333333333334,Positif
fungsi danantara revisi uu bumn kurang kriminalisasi direksi manajemen,functions and between the revision of uu bumn less criminalization of management directors,0.06666666666666667,-0.16666666666666666,Negatif
tinjau uu nomor 1 tahun 2025 paradigma bumn hingga arah danantara,review uu number 1 of 2025 the bumn paradigm to the direction and,0.0,0.0,Positif
hasil obrol curhat prediksi timbang nilai tukar usd idr inflasi danantara dana 3 juta rumah bank bumn liquiditas naik suku bunga bi mungkin naik hanya besar 25100 bps 2025 suku bunga,the outcome of the chat about the usd idr inflation exchange rate balance prediction and between the funds of 3 million bumn liquidity bank houses rising bi interest rates may rise only large 25100 bps 2025 interest rates,0.7142857142857143,0.10714285714285714,Positif
erick thohir memang pegang banyak peran penting menteri bumn ketua pssi ketua awas danantara kritik kerja bumn tata kelola liga sepak bola politisasi danantara isu kompleks sering jadi sorot publik kamu data,erick thohir does hold many important roles minister bumn chairman pssi chairman watch out and among the criticisms of bumn work governance soccer league politicization and between complex issues is often your public highlight data,0.49166666666666664,0.15000000000000002,Positif
danantara kapitalis birokrat sbgai regulator operator sistemik risk pda bank jadi timbang aset jadi modal semua busuk trmasuk bumn karya pertamina pln bumn karya publik service obligation utama keutungan inves tunai justru dri apbn,and between bureaucratic capitalists as regulators of systemic risk operators and banks to weigh assets so that all capital is rotten trmasuk bumn Karya Pertamina pln bumn Karya Public Service Obligation Utama Membutungan Inves Cash precisely dri apbn,0.43333333333333335,0.2,Positif
danantara jelma bumn bumn sendiri busuk,and between the incarnation of bumn bumn itself rotten,0.0,0.0,Positif
danantara khawatir sih ponzi scheme di legalisasi negara bumn gadai negara punya uang,and among the concerns is the ponzi scheme in the legalization of the state bumn pawn state has money,0.0,0.0,Positif
ragara danantara tabung di tarik bank bumn,ragara and between the tubes pulled by the bumn bank,0.0,0.0,Positif
