,full_text,tweet_english
50,kalau begtu ada mungkin cash danantara bagi besar datng bank bumn jd high risk uanh bank bumn,if so there may be cash and intermediaries for big datng bank bumn jd high risk uanh bank bumn
51,lha efisiensi ktnya dana mbg nyata mau buat danantara mungkin besar korupsi apa bumn tidak korupsi ujungujungnya buat dana pilpres 2029,lha efficiency ktnya real mbg funds want to make and between possible big corruption what bumn does not corruption end for the 2029 presidential election fund
52,1 bumn babak bur korupsi 2 liga acakadul wasit fokus cuma naturalisasi timnas 3 danantara otw nomer 1 2,1 bumn round BUR corruption 2 random league referee focus only naturalization national team 3 and between OTW number 1 2
53,badan kelola investasi nasional danantara fungsi kelola aset bumn gantung anggar dapat belanja negara apbn perintah harap inisiatif dapat dorong tumbuh ekonomi lebih stabil lanjut,national investment management body and between the functions of managing assets bumn hanging fencing can be state expenditure apbn order hope the initiative can encourage further stable economic growth
54,mau tanya dong danantara pake apbn kirain dividen kumpul bumn jutidak mau dijelasin plis,want to ask dong danantara pake apbn kirain dividend kumpul bumn jutak tak mau explainedin plis
55,esdm bumn mau cuci tangan biar rujak pertaminul doang gitu baca,esdm bumn want to wash your hands so that Rujak Pertaminul doang so read
56,bumn hancur gabung jd satu mjd danantara bs jd yang bagus jd ikut amburadul ada banyak penting politik wajar sih jabat isi dinasti baru wowo cermin periode 3 wiwi,crushed bumn join jd one mjd and between good bs jd jd follow amburadul there is a lot of political importance is reasonable anyway shake the contents of the new dynasty wowo mirror period 3 wiwi
57,tema pokok diskusi soal danantara ferry cuma tuju kalo bank bumn libat punya resiko tinggi kata simpel,the main theme of the discussion about and between ferries is only the direction if the banks involved have a high risk of simple words
58,modal danantara pasti bukan sumber uang masyarakat masyarakat kamu khawatir tempat dana bank bumn,capital and between must not be a source of public money you are worried about where the bumn bank fund is
59,baca balik dong arti udah ada investor mau masuk indo jdlah danantara ambil dividen bumn harus langsung masuk terima negara buat investasi dl lah iya kl untung kalau rugi korupsi,read back dong meaning already there are investors who want to enter indo jdlah and between taking bumn dividends must directly enter the country to invest dl lah yes kl profit if the loss of corruption
60,ferry tdk tuju soal bank bumn libat danantara punya resiko tinggi pdhl incar danantara deviden untung investasi untung bumn lama kan masuk apbn belanja dihabisin semua kalo bumn busuk mana mungkin untung,ferry does not go to the question of bank bumn involvement and between has a high risk pdhl target and between dividends profit investment profit bumn long right into apbn spending spent all if bumn rot where possible profit
61,diselingkuhin berkali2 suruh percaya kalau setia minta kasih sempat jangan skeptis duluan kata korupsi bumn dimana2 hukum tebang pilih hukum ringan eh suruh percaya sama danantara ngelola circle dia2,"cheated on so many times, tell them to believe if they are loyal to ask for love, don't be skeptical first, the word corruption is bumn where the slash laws choose light laws, uh, tell them to believe in the same and between managing their circles"
62,narasi lbp ibarat logika bolak balik temasek invest lebih likuiditas sdgkan danantara harap investor masuk cara pancing kumpul aset busuk bumn fresh money hasil efisiensi apbn endingnya utang2,the LBP narrative is like the logic of going back and forth on the theme of investing more liquidity and between hope that investors will enter how to lure in collecting rotten assets bumn fresh money results in efficiency apbn ending debt2
63,menteri umkamu maman abdurrahman pasti danantara ganggu salur kur bank bumn,your umkamu minister maman abdurrahman definitely andantara disturbed the curtain channel of the bumn bank
64,dasar bentuk danantara dasar hukum uu no 19 tahun 2003 bumn uu bumn,the basic form and between the legal basis of uu no 19 of 2003 bumn uu bumn
65,danantara rupa langkah strategis perintah kelola aset bumn efektif arah,and between the form of strategic measures in the direction of effective bumn asset management orders
66,danantara rupa langkah strategis perintah kelola aset bumn efektif arah,and between the form of strategic measures in the direction of effective bumn asset management orders
67,wahai sahabat danantara tugas sumber dana pilpres 2029 gol danantara presiden umur hidup apbn udah bisakrn udah kering ada tinggal uang2 bumn gendut aseng udah ogahkrn pagar laut bongkar,dear friends and between the tasks of funding sources for the 2029 presidential election goals and between presidents lifespan apbn already bisakrn already dry there is money left 2 fat bumn aseng already ogahkrn sea fence unloading
68,danantara rupa langkah strategis perintah kelola aset bumn efektif arah,and between the form of strategic measures in the direction of effective bumn asset management orders
69,danantara langkah strategis perintah optimal aset negara tingkat efisiensi bumn dorong ekonomi lanjut indonesia siap saing level global,"and between the strategic steps of the optimal command of state assets, the efficiency level of bumn, push the economy further, Indonesia is ready to compete at the global level"
70,danantara aset negara lebih optimal bumn makin efisien strategi cerdas buat tumbuh ekonomi lebih stabil lanjut,"and among the more optimal state assets, the more efficient the smart strategy for further stable economic growth"
71,perintah hadir solusi danantara jadi kunci kelola aset negara lebih baik pasti bumn kerja optimal ekonomi tumbuh lebih cepat,"orders present solutions and between them the key to managing state assets better, surely the optimal working spring of the economy grows faster"
72,danantara hadir kelola aset negara lebih baik bumn lebih efisien tumbuh ekonomi makin stabil lanjut,"and between the presence of better state asset management and more efficient economic growth, the more stable"
73,bumn bukan sekadar usaha negara juga motor ekonomi danantara hadir pasti aset kelola lebih efisien ekonomi terus tumbuh,bumn is not just a state business but also an economic motor and between the presence of certain more efficient management assets the economy continues to grow
74,puasa sehat tubuh shalat sehat jiwa menteri umkamu maman abdurrahman pasti danantara ganggu salur kur bank bumn,healthy fasting body healthy prayer soul minister umkamu maman abdurrahman definitely and between disturbing the curtain channel of the bumn bank
75,danantara kelola 7 aset bumn raksasa,and between managing 7 giant bumn assets
76,hadir bpi danantara kurang gantung bumn serta modal negara,present bpi and between less hanging bumn and state capital
77,danantara konsolidasi semua kuat ekonomi untuk kelola bumn,and between the consolidation of all economic strength to manage bumn
78,petral dibubarin perkara banyak mafia mafia nya dimasukin jadi jabat pertamina cuma ganti main aja inti mah banyak bumn bubar perkara skandal dia sibuk citra sana sini tau maka danantara harap apa si sama menteri model,"petral dispersed the matter of many of his mafia mafias being entered into so the first official just replace the main game just like a lot of bumn dispersed the scandalous matter he was busy with the image here and there, you know and between hope what the same minister model"
79,rangkap jabat menteri bumn ketua pssi danantara gmn bumn banyak kolap kerja fokus korupsi gila2an pertamina mana tanggung jawab ekamu rick 5th korupsi langsung masak ekamu tahu,double the position of minister bumn chairman of pssi and between gmn bumn many work collapses focus on corruption crazy2an pertamina where the responsibility of ekamu rick 5th corruption directly cook ekamu know
80,komisi vi kebut uu bumn malam minggu lahir danantara anggota dpr tidak mampu bendung kuat senayan bicara terang parlemen ubah rumah rakyat jadi ruang karaoke elit politik nyanyi lagu pesan kuasa tarif,"vi commission for weeknight uu bumn kebut was born and among the members of the House of Representatives, they were unable to be strong enough to speak clearly, parliament turned the people's house into a karaoke room for the political elite to sing songs to order tariff power"
81,beberapa cermat 1 suruh bumn setor uang danantara laku regulator jabat 2 terima uang kelola uang danantara sudah bukan bagai jabat negara 3 trus yang selaka ulas bicara niat baik,some meticulous 1 ask bumn to deposit money and between the behavior of the regulator 2 receive money manage money and between is not like a state office 3 trus that discusses good intentions
82,bayangin aja salah satu bumn besar buat danantara kena kasus begini emang danantara berkah terlakamu banyak renggut hak orang kecil jd tidak danta,shadowin just one of the big bumn for and between getting a case like this and between your blessings many take away the rights of small people jd not danta
83,alih isu danantara blokeren grup bumn masuk danantara nilai saham nyungsep semua tau blokeren sama hal carut manut gass buat alih isu pagar laut cem mana tuh blokeren pagar laut kabar 30kamu mosok ketemu masang tololl jamaah emang,move issue and between bumn group blockeren enter and between stock values nyungsep all know blockeren same thing carut manut gass for move issue sea fence cem mana tuh blockeren sea fence kabar 30kamu mosok met masang tololl jamaah emang
84,konstruksi legal emang masalah bahasa sederhana 1 perintah bumn setor danantara jabat negara 2 terima kelola danantara bukan jabat negara wasit sekaligus striker main lapang,legal construction is a simple language problem 1 command bumn setor and between state officials 2 accept management and between not being a state official referee and playing field striker
85,beda pak bumn jatohnya usaha punya wenang sendiri kelola internal usaha perintah bisa intervensi langsung dalem bumn banter lewat pilih komisaris ato tunjuk direksi danantara presiden justru jadi arah,different from Pak Bumn in that the business has its own authority to manage the internal business of the order can directly intervene in Dalem Bumn Banter through selecting the commissioner ato appoint the board of directors and between the presidents it is precisely the direction
86,beberapa cermat 1 suruh bumn setor uang danantara laku regulator jabat 2 terima uang kelola uang danantara sudah bukan bagai jabat negara 3 trus yang selaka ulas bicara niat baik,some meticulous 1 ask bumn to deposit money and between the behavior of the regulator 2 receive money manage money and between is not like a state office 3 trus that discusses good intentions
87,danantara launching aja saham2 bank bumn terjun bom pertamini lagi bank emas kocaag,and between launching shares of banks bumn plunged the first bomb again gold bank kocaag
88,syarat pisah operasional jelas danantara bumnbumn anggota tata kelola pisah ambil putus investasi independen,operational separation requirements are clear and between bumnbumn members of segregated governance take independent investment breaks
89,bumn nyuri pssi nyolong mana ngrampok danantara,bumn nyuri pssi nyolong mana ngrampok danantara
90,tarik ada jelas struktur hukum danantara ini jadi entitas pisah menteri bumn bagaimana bagi wenang danantara menteri bumn khawatir besar danantara jadi negara negara,"pull there is a clear legal structure and between this and being a separate entity, the minister of bumn how to give authority and between the ministers of bumn is worried and between being a state"
91,danantara tampung 8 deviden bumn di investasi dlm tahan pangan hilir deviden bumn lama masuk negara depkeu,and between accommodating 8 bumn dividends in investments in food security downstream of the old bumn dividends into the state of the treasury
92,bila dah tau danantara korupsi arti dah kolaps kayak jaman ibnu sutowo korupsi pertamina hampir membangkrutken dairpada negara padahal cuma 1 usaha lha danantara itu duit cash semua usaha besar bumn dikumpulken jd 1 terus korupsi,"when you know and between corruption and corruption, the meaning has collapsed like the time of ibnu sutowo, Pertamina's corruption is almost bankrupt in the country even though only 1 business is LHA and between that all the big bumn businesses are collected and 1 continues to be corrupt"
93,ojk pandang badang kelola investasi daya anagata nusantara bpi danantara jalan peran strategis dukung tingkat kerja bumn kelola ll,ojkandang badang manage power investment anagata nusantara bpi and between strategic role roads support bumn work rate manage ll
94,kritik indef soal danantara hanya jadi superholding usaha bumn tidak terlakamu manfaat,criticisms of indef about danantara just being a bumn business superholding does not work for you
95,kalo bego jangan setengah2 tanggung jelas2 danantara tempat tabulasi kas negara profit bumn akan realokasi direct investment bagai sektor strategis return nya langsung masuk kas negara elah,"if so, don't be halfway clear and between the place of state treasury tabulation, bumn profit will reallocate direct investment like a strategic sector, the return will go directly into the state treasury"
96,kalau dengar jelas memang ngga masuk akal masuk bumn bank dlm suoer holding harap investor mau masuk investor paham kondisi bumn spt apa figur2 dlm struktur danantara figur politis rawan konflik penting,"if you hear clearly, it does not make sense, it makes sense, bumn bank in suoer holding, I hope investors want to enter investors to understand the conditions of bumn such as what are the figures in the structure and between important conflict-prone political figures"
97,ngomong tuju bukan tuju kalo bumn bagus semua untung nya jadi cuma 7 bumn masuk danantara,talking about the destination is not the destination if bumn is good all the profits are so only 7 bumn goes in and between
98,sadar diri jangan rakus jabat kwalitas lihat danantara pssi bumn bank emas lepas ikan yang profesional,self-conscious do not greedily shake the quality see and between pssi bumn gold bank off the fish professional
99,beberapa cermat 1 suruh bumn setor uang danantara laku regulator jabat 2 terima uang kelola uang danantara sudah bukan bagai jabat negara 3 trus yang selaka ulas bicara niat baik,some meticulous 1 ask bumn to deposit money and between the behavior of the regulator 2 receive money manage money and between is not like a state office 3 trus that discusses good intentions
100,danantara bumn kabinet busuk nan gemuk dwi fungsi tni tentaratentaraan palsu polisi sangat korup bayar bayar bayar nya paling gelap prabowo hanya second account jokowi konsep terlakamu balas budi lawan,and between rotten cabinet bumn and fat dual function tni army fake police are very corrupt pay the darkest pay prabowo only second account jokowi concept you repay the opponent's favor
101,ojk pandang danantara jalan peran strategis dukung tingkat kerja bumn kelola,ojk view and between strategic role avenues support the work rate of the management bumn
102,rencana bentuk danantara mustahil bentuk tiba perintah prabowo dlm 100hr perintah jadi rejim belum sdh rencana atas desa big brother banyak gelontor hutang bumn,form plan and between impossible forms arrived prabowo order in 100hr order so the regime has not yet planned over big brother village many sagging debts bumn
103,danantara pake apbn rasa aset bumn kumpul trus mslh etho jelas biar hukum jalan sekali danantara lantai resmi,and between use apbn taste assets bumn collect trus mslh etho clear let the law go once and between the official floor
104,danantara rupa langkah strategis atur aset negara lama ada bumn,and between the appearance of strategic steps to regulate old state assets there is a bumn
105,kalau bbrp bumn tiap thn cetak untung besar perintah pikir manfaat lbh baik kalau investasi lalu danantara itu cara baik sedia barang publik best practice biaya bangun jawab big no,if bbrp bumn every year print big profit order think the benefits of LBH are good if the investment is then and between is a good way to provide public goods best practice cost of building answer big no
106,memang betul sih asset alih danantara fungsi apa mungkin guna collateral kalau butuh dana pinjam habis bumn kalau gagal,it is true that assets are transferred and between what functions it is possible to use collateral if you need borrowed funds to run out of bumn if you fail
107,peran menteri bumn kepala badan pp danantara,role of the minister bumn head of the pp andantara agency
108,teliti senior csis ada danantara benar sama kita kata lama menteri bumn gagal,meticulous senior csis there and between right same we say old minister bumn failed
109,negara ambang hancur banjir bekas bogor presiden danantara bumn pertamina jokowi prabowo,the threshold country was destroyed by the floods of the former bogor president and between bumn pertamina jokowi prabowo
110,bumn aja semua benah duka baru mikirin danantara,bumn aja all new mourning benah mikirin danantara
111,bakar foto tangkap laku pagar laut ungkap deklarasi danantara bikin anjlok saham2 bumn masuk dollar rangkak naik anggur makin rajalela adil tuh,burn photos catch the sale of sea fences reveal the declaration and between make stocks plummet bumn into dollars crawl up grapes more rajalela fair tuh
112,minta maaf jalan bukti minta maaf jalan proses hukum kalo udah vonis masuk bareng rakyat kecil lapas desak2an jabat cupu py nyali py jantan ngadepin dampak lalai sendiri baik sistem korup bumn ganti orang2 danantara yang independen,apologize path of proof apologize path of legal process if you have been sentenced to enter with the small people prison desak2an dabat cupu py guts py male ngadepin impact of his own negligence both the corrupt system bumn replace the people and the independent
113,fungsi danantara revisi uu bumn kurang kriminalisasi direksi manajemen,functions and between the revision of uu bumn less criminalization of management directors
114,tinjau uu nomor 1 tahun 2025 paradigma bumn hingga arah danantara,review uu number 1 of 2025 the bumn paradigm to the direction and
115,hasil obrol curhat prediksi timbang nilai tukar usd idr inflasi danantara dana 3 juta rumah bank bumn liquiditas naik suku bunga bi mungkin naik hanya besar 25100 bps 2025 suku bunga,the outcome of the chat about the usd idr inflation exchange rate balance prediction and between the funds of 3 million bumn liquidity bank houses rising bi interest rates may rise only large 25100 bps 2025 interest rates
116,erick thohir memang pegang banyak peran penting menteri bumn ketua pssi ketua awas danantara kritik kerja bumn tata kelola liga sepak bola politisasi danantara isu kompleks sering jadi sorot publik kamu data,erick thohir does hold many important roles minister bumn chairman pssi chairman watch out and among the criticisms of bumn work governance soccer league politicization and between complex issues is often your public highlight data
117,danantara kapitalis birokrat sbgai regulator operator sistemik risk pda bank jadi timbang aset jadi modal semua busuk trmasuk bumn karya pertamina pln bumn karya publik service obligation utama keutungan inves tunai justru dri apbn,and between bureaucratic capitalists as regulators of systemic risk operators and banks to weigh assets so that all capital is rotten trmasuk bumn Karya Pertamina pln bumn Karya Public Service Obligation Utama Membutungan Inves Cash precisely dri apbn
118,danantara jelma bumn bumn sendiri busuk,and between the incarnation of bumn bumn itself rotten
119,danantara khawatir sih ponzi scheme di legalisasi negara bumn gadai negara punya uang,and among the concerns is the ponzi scheme in the legalization of the state bumn pawn state has money
120,ragara danantara tabung di tarik bank bumn,ragara and between the tubes pulled by the bumn bank
121,perintah prabowogibran klaim bentuk superholding bumn danantara program makan gizi gratis strategi besar kuat ekonomi tingkat sejahtera rakyat klaim justru tuai kritik ekonom juga dewan pakar prabowogibran,prabowogibran order claims the form of superholding bumn and between free nutrition eating programs a great strategy strong economic prosperity level people claim to actually harvest economist criticism as well as prabowogibran expert council
122,danantara bawa harap baru manajemen aset bumn cipta sistem ekonomi lebih modern efisien kompetitif tingkat global,and between bring hope new asset management create a more modern economic system competitive efficiency at the global level
123,danantara perusahaanperusahaan bumn kelola lebih baik lalu skema joint venture tingkat efektivitas akuntabilitas,and between bumn companies better managed then the joint venture scheme level of accountability effectiveness
124,konsolidasi aset bumn lalu danantara buka peluang baru kelola ekonomi lebih profesional orientasi jangka panjang,consolidation of assets last spring and between new opportunities to manage the economy more professionally long-term orientation
